scenario,waypoint,label,x,y,status,duration_s,mode_switches,stop_latency_s,resume_latency_s
baseline,1,navigate_to_aisle1,-6.0,-10.0,SUCCEEDED,16.54,0,,
baseline,2,aisle1_mid,-6.0,-2.0,SUCCEEDED,30.37,0,,
baseline,0,MODE_TEST_1,-6.0,-2.0,MANUAL_OVERRIDE,6.24,2,0.0016,2.2342
baseline,3,aisle1_top,-6.0,5.0,SUCCEEDED,25.3,0,,
baseline,4,cross_to_aisle2,-2.0,5.0,SUCCEEDED,18.7,0,,
baseline,0,MODE_TEST_2,-2.0,5.0,MANUAL_OVERRIDE,4.94,2,0.0013,0.9318
baseline,5,aisle2_mid,-2.0,-2.0,SUCCEEDED,26.46,0,,
baseline,6,return_near_spawn,-6.0,-8.0,SUCCEEDED,27.66,0,,
